file_names,label
Aves_AnNA_Asm00DE_26V2017_066_split_70_75.wav,1
Aves_AnNA_Asm00DE_26V2017_066_split_80_85.wav,1
Aves_AnNA_Asm00DE_26V2017_066_split_115_120.wav,1
Aves_BeSa_Sc-r00DE_03V2018_074_split_50_55.wav,1
Aves_BeSa_Sc-r00DE_03V2018_074_split_70_75.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_0_5.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_20_25.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_25_30.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_35_40.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_40_45.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_45_50.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_55_60.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_75_80.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_90_95.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_95_100.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_071_split_100_105.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_0_5.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_5_10.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_20_25.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_25_30.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_55_60.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_60_65.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_80_85.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_100_105.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_110_115.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_120_125.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_135_140.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_180_185.wav,1
Aves_BeSa_Sc-r00DE_18VI2018_072_split_255_260.wav,1
